target,provider,lead,tmax,tmin,precip,wind
2026-06-20,ukmo,2,28,19.1,7.1,14
2026-06-20,ukmo,3,29.3,17.5,1.4,14.4
2026-06-20,ukmo,4,29.4,18.7,2.6,12.6
2026-06-20,ukmo,5,29.3,19.1,1.1,12.2
2026-06-20,ukmo,6,30.8,21.1,0,13
2026-06-21,arpege,1,29.3,18,8.3,
2026-06-21,arpege,2,29.8,19.2,4.2,
2026-06-21,arpege,3,29,20.8,0.1,
2026-06-21,ecmwf,1,28.2,16.6,2.4,8.2
2026-06-21,ecmwf,2,28.1,17.3,0,12.1
2026-06-21,ecmwf,3,27.5,16.9,0.3,11.4
2026-06-21,ecmwf,4,26.2,16.2,1.8,11.3
2026-06-21,ecmwf,5,26.1,16.7,1.2,8.7
2026-06-21,ecmwf,6,29.1,17.8,0,6
2026-06-21,ecmwf,7,26.3,19.4,0.9,11.8
2026-06-21,gem,1,28.9,16.9,1.1,9.7
2026-06-21,gem,2,29.5,19.3,8,11.9
2026-06-21,gem,3,28.2,19.2,0.2,13.7
2026-06-21,gem,4,28.8,19.6,1.2,9.7
2026-06-21,gem,5,30.3,18,0.5,9
2026-06-21,gem,6,28.3,18.5,0.5,6.8
2026-06-21,gem,7,30.8,19.2,0.8,10.1
2026-06-21,gfs,1,28.6,16.1,17.6,14.8
2026-06-21,gfs,2,26.9,16.1,5.8,13.8
2026-06-21,gfs,3,26.4,15.2,1.9,15.1
2026-06-21,gfs,4,28.3,15.5,8.4,16.9
2026-06-21,gfs,5,28.2,15.8,1,12.3
2026-06-21,gfs,6,25.6,18,1.1,10.8
2026-06-21,gfs,7,29.5,18.2,1.1,11.6
2026-06-21,icon,1,29.2,18,2.8,18.7
2026-06-21,icon,2,26.2,17.9,1.5,8.8
2026-06-21,icon,3,28.5,18.2,7.4,12.8
2026-06-21,icon,4,27,17.9,1.2,9.4
2026-06-21,icon,5,24.7,17.5,0.8,10.8
2026-06-21,icon,6,29.4,15.7,0,7.3
2026-06-21,ukmo,1,29.9,16.1,1,15.8
2026-06-21,ukmo,2,28.4,16.4,0,13
2026-06-21,ukmo,3,29.4,16.8,3,9.7
2026-06-21,ukmo,4,29,16.4,5.1,10.1
2026-06-21,ukmo,5,29.9,18.4,0.8,10.1
2026-06-21,ukmo,6,32.1,19.3,0,9.4
2026-06-22,arpege,1,27.2,16.9,1.9,
2026-06-22,arpege,2,23.5,17.7,1.5,
2026-06-22,arpege,3,28.5,21.2,3.6,
2026-06-22,ecmwf,1,24.3,15.8,3.3,15.2
2026-06-22,ecmwf,2,23.2,16.4,4.5,10.5
2026-06-22,ecmwf,3,24.2,16.4,3.3,8.4
2026-06-22,ecmwf,4,25.6,16.8,2.4,7.9
2026-06-22,ecmwf,5,25.5,16.1,0,9.1
2026-06-22,ecmwf,6,28.1,18.3,0.3,8.8
2026-06-22,ecmwf,7,30.8,18.8,0,8.7
2026-06-22,gem,1,22.9,17.1,4.7,20.2
2026-06-22,gem,2,24.5,17.6,0,13.3
2026-06-22,gem,3,25.4,15.3,4.5,12.2
2026-06-22,gem,4,25.4,17.1,4.1,8.6
2026-06-22,gem,5,26.4,17.7,0.9,10.8
2026-06-22,gem,6,31.3,19.3,0.3,11.5
2026-06-22,gem,7,29.4,19.2,0.2,9.7
2026-06-22,gfs,1,25,15.3,0.6,15
2026-06-22,gfs,2,25,16,1.1,10.8
2026-06-22,gfs,3,25.1,15.1,1.6,12.2
2026-06-22,gfs,4,25.7,15,5.3,14.8
2026-06-22,gfs,5,26,14.4,0.1,15
2026-06-22,gfs,6,30.2,16.3,0,9.5
2026-06-22,gfs,7,29.1,18,0,13.6
2026-06-22,icon,1,25.9,16.6,0,11.7
2026-06-22,icon,2,25.3,16.7,1.6,8.5
2026-06-22,icon,3,25.6,16.5,1.8,6.7
2026-06-22,icon,4,26.3,15,0.9,6.8
2026-06-22,icon,5,25.7,15.4,0,8.5
2026-06-22,icon,6,25.2,15.8,3.4,10.8
2026-06-22,ukmo,1,25,14.8,2.5,11.2
2026-06-22,ukmo,2,26.5,16.4,1.4,12.2
2026-06-22,ukmo,3,28.1,17.4,0.7,8.6
2026-06-22,ukmo,4,29.1,14.2,0,11.5
2026-06-22,ukmo,5,27.8,16,0,11.2
2026-06-22,ukmo,6,29.1,20.3,0,10.8
2026-06-23,arpege,1,26.7,17.3,0,
2026-06-23,arpege,2,24.5,16.3,0,
2026-06-23,arpege,3,26.6,18.6,2.2,
2026-06-23,ecmwf,1,23.9,14,0,10.7
2026-06-23,ecmwf,2,24.8,14.9,0.3,10
2026-06-23,ecmwf,3,25.1,15.4,0.3,11.2
2026-06-23,ecmwf,4,24.8,15.1,0.3,11
2026-06-23,ecmwf,5,27.1,17.2,0,11.4
2026-06-23,ecmwf,6,28.1,17.5,0,11.9
2026-06-23,ecmwf,7,29.3,21.3,0.6,15.5
2026-06-23,gem,1,24.3,15.3,0,10.4
2026-06-23,gem,2,22.8,14.2,0,11.9
2026-06-23,gem,3,24.4,14,0,11.2
2026-06-23,gem,4,25.3,15,0,13.7
2026-06-23,gem,5,23.9,17.8,6.7,12.6
2026-06-23,gem,6,25.9,17.6,3,10.4
2026-06-23,gem,7,31.4,20,0.7,7.9
2026-06-23,gfs,1,25,14.8,0,13
2026-06-23,gfs,2,24.4,14.6,0,13.8
2026-06-23,gfs,3,24.4,14.7,0,14
2026-06-23,gfs,4,25.9,15.4,1.4,13.6
2026-06-23,gfs,5,25.7,11.8,0,12.2
2026-06-23,gfs,6,22.7,11.3,0.2,16.1
2026-06-23,gfs,7,30.2,15.8,2.8,17.9
2026-06-23,icon,1,25.7,16.6,0,13
2026-06-23,icon,2,24.5,15.3,0,10.2
2026-06-23,icon,3,26.8,16.5,0.1,9
2026-06-23,icon,4,26.3,16.3,3.5,6.9
2026-06-23,icon,5,30.4,15.7,0.3,11.1
2026-06-23,icon,6,27.6,12.4,0,10.7
2026-06-23,ukmo,1,24.9,14.5,0,10.4
2026-06-23,ukmo,2,25.3,14.4,0,12.2
2026-06-23,ukmo,3,25,16,1.4,12.2
2026-06-23,ukmo,4,24.9,15.6,2.6,12.6
2026-06-23,ukmo,5,28.3,13.1,3.9,10.8
2026-06-23,ukmo,6,30.7,16.1,1.2,13.7
2026-06-24,arpege,1,29.1,17.3,0,
2026-06-24,arpege,2,28.5,16.6,0,
2026-06-24,arpege,3,27.5,17.1,0,
2026-06-24,ecmwf,1,27.5,15.3,0,12.2
2026-06-24,ecmwf,2,26.8,13.5,0,8
2026-06-24,ecmwf,3,26.4,14,0,8.7
2026-06-24,ecmwf,4,26.2,16.1,0,8.6
2026-06-24,ecmwf,5,27.8,16.5,0.6,19.1
2026-06-24,ecmwf,6,31.5,21.9,0.6,18
2026-06-24,ecmwf,7,24.2,13.8,0.6,17
2026-06-24,gem,1,26.9,15,0,8.3
2026-06-24,gem,2,25.2,12.7,0,7.6
2026-06-24,gem,3,25.2,13.6,0,8.3
2026-06-24,gem,4,26.5,13.6,0,7.9
2026-06-24,gem,5,29,14.3,0,9
2026-06-24,gem,6,27.7,16.4,0,9.4
2026-06-24,gem,7,29.8,19.2,8.1,13.7
2026-06-24,gfs,1,27.2,15,0,11.9
2026-06-24,gfs,2,28,14.5,0,12.7
2026-06-24,gfs,3,27.4,14.5,0,12.4
2026-06-24,gfs,4,26.5,14.2,0,11.5
2026-06-24,gfs,5,27.2,15.8,0,12.6
2026-06-24,gfs,6,26.5,10.1,0,14.1
2026-06-24,gfs,7,23.2,9.5,0.4,17.9
2026-06-24,icon,1,27.7,15.8,0,9.8
2026-06-24,icon,2,27.7,12.8,0,8.5
2026-06-24,icon,3,27.6,14.2,0,6.6
2026-06-24,icon,4,32.4,17.5,0,12.8
2026-06-24,icon,5,32.8,19.8,0,13
2026-06-24,icon,6,27.1,17.6,0,12.4
2026-06-24,ukmo,1,27.5,15,0,9.4
2026-06-24,ukmo,2,27.1,13,0,8.6
2026-06-24,ukmo,3,29,15.6,0,8.6
2026-06-24,ukmo,4,31.7,12.8,0,11.2
2026-06-24,ukmo,5,26.7,13.8,0,7.2
2026-06-24,ukmo,6,25.2,12.2,0,12.6
2026-06-25,arpege,1,31.1,19.7,0,
2026-06-25,arpege,2,31.1,19.8,0,
2026-06-25,arpege,3,29.3,17.3,0,
2026-06-25,ecmwf,1,29.7,16.3,0,7.3
2026-06-25,ecmwf,2,29.9,16.8,0,8
2026-06-25,ecmwf,3,29.1,15.9,0,9.7
2026-06-25,ecmwf,4,29.1,15.2,0,9.9
2026-06-25,ecmwf,5,28.6,16.7,0,12.5
2026-06-25,ecmwf,6,27.1,15.3,1.5,13.9
2026-06-25,ecmwf,7,22.3,12.3,0,16.3
2026-06-25,gem,1,29.5,17.2,0,10.1
2026-06-25,gem,2,28.7,17.1,0,9.7
2026-06-25,gem,3,28.3,15.5,0,9
2026-06-25,gem,4,29.5,17.4,0,9.7
2026-06-25,gem,5,30.5,16.7,0,10.4
2026-06-25,gem,6,28.8,16.3,0.6,14.8
2026-06-25,gem,7,29.6,17.4,0.7,13.3
2026-06-25,gfs,1,29.2,17.5,0,15.6
2026-06-25,gfs,2,28.6,17.2,0,14.4
2026-06-25,gfs,3,28.1,16.1,0,15.1
2026-06-25,gfs,4,27.2,17.1,0,14.7
2026-06-25,gfs,5,27.8,15.3,0,14.1
2026-06-25,gfs,6,25.1,16,0,14.6
2026-06-25,gfs,7,22.7,11.9,0,13.3
2026-06-25,icon,1,30.2,18.1,0,11.5
2026-06-25,icon,2,29.9,16,0,8.7
2026-06-25,icon,3,29.3,15.2,0,9.8
2026-06-25,icon,4,30.4,16.5,0,11.7
2026-06-25,icon,5,23.6,13.9,0,11.9
2026-06-25,icon,6,22.2,11.7,0,12.3
2026-06-25,ukmo,1,28.4,17,0,8.6
2026-06-25,ukmo,2,28,17.1,0.3,9
2026-06-25,ukmo,3,27.7,15.1,0.4,9
2026-06-25,ukmo,4,31.5,18.3,0,11.9
2026-06-25,ukmo,5,27.8,15.8,0,12.2
2026-06-25,ukmo,6,29,13.8,0,8.3
2026-06-26,arpege,1,33.1,20.3,0,
2026-06-26,arpege,2,33.1,21.5,0,
2026-06-26,arpege,3,33.8,21.4,0,
2026-06-26,ecmwf,1,30.4,17.7,0,11.8
2026-06-26,ecmwf,2,30.5,17.2,0,7.2
2026-06-26,ecmwf,3,31.1,17.8,0,11
2026-06-26,ecmwf,4,30.4,17.2,0,9.8
2026-06-26,ecmwf,5,31.6,17.2,0,11.8
2026-06-26,ecmwf,6,30.9,16.4,0,12.1
2026-06-26,ecmwf,7,25.4,13.5,0,9.7
2026-06-26,gem,1,31.7,18.4,0.3,9.4
2026-06-26,gem,2,31.3,18.4,0,9
2026-06-26,gem,3,29.1,18,0,10.4
2026-06-26,gem,4,29.8,16.1,0,9.4
2026-06-26,gem,5,30,18.9,0.3,10.8
2026-06-26,gem,6,30.8,15.2,0,11.2
2026-06-26,gem,7,25.4,11.4,0,11.9
2026-06-26,gfs,1,30.7,18.1,0,12.6
2026-06-26,gfs,2,30.5,17.1,0,14.8
2026-06-26,gfs,3,29.9,17.8,0,13.6
